query_id,query_class,sample,contig,start,end,context,scenario,cache_mode,http_cache_policy,decoder,browser,total_ms,open_ms,query_ms,actual_requests,actual_bytes,actual_unique_bytes,actual_duplicate_bytes,actual_request_rounds,reader_observed_requests,reader_observed_bytes,source_origin_reconciled,planned_requests,planned_bytes,dependency_rounds,bootstrap_cache_hits,directory_cache_hits,payload_cache_hits,decompression_ms,decompression_p50_ms,decompression_p95_ms,integrity_ms,decompression_wall_ms,decompression_task_ms,decode_ms,merge_ms,selected_chunks,selected_nodes,selected_traversals,canonical_hash,expected_canonical_hash,correctness,error
boundary-start,boundary-start,CHM13,chr1,12668,13668,100,warm-repeated-query,warm,default,wasm,,40.17499699999462,0,40.17499699999462,0,0,0,0,,0,0,true,2,31241,2,1,1,1,0.0995660000044154,0.0995660000044154,0.0995660000044154,0,0.1044770000007702,0.1044770000007702,38.38038299999607,0.7875130000029458,1,139,90,8814bd66174ac1ef176fdc777712eef2189923c13e511c74cc68fb2fbfb796c5,8814bd66174ac1ef176fdc777712eef2189923c13e511c74cc68fb2fbfb796c5,true,
pan-anchor,pan-anchor,CHM13,chr1,60912906,60922906,100,warm-repeated-query,warm,default,wasm,,219.0770909999992,0,219.0770909999992,0,0,0,0,,0,0,true,2,31241,2,1,1,2,0.5433589999884134,0.16899999999441206,0.37435899999400135,0,0.3801509999902919,0.5526309999841033,212.60854300000938,3.209208000000217,2,467,569,073fc77fbff79bccc66300a56496fc32d904d4982084c8fa956dc7990578e1ae,073fc77fbff79bccc66300a56496fc32d904d4982084c8fa956dc7990578e1ae,true,
nearby-pan,nearby-pan,CHM13,chr1,60917906,60927906,100,warm-repeated-query,warm,default,wasm,,96.9732420000073,0,96.9732420000073,0,0,0,0,,0,0,true,2,31241,2,1,1,1,0.17813099999330007,0.17813099999330007,0.17813099999330007,0,0.18397100000584032,0.18397100000584032,92.18987200000265,2.1148810000013327,1,439,274,359410382c604f42cfb208547cd4077611fa14b85fdf984fe086e6cdd5816c60,359410382c604f42cfb208547cd4077611fa14b85fdf984fe086e6cdd5816c60,true,
boundary-end,boundary-end,CHM13,chr1,121822144,121823144,100,warm-repeated-query,warm,default,wasm,,5.66604300000472,0,5.66604300000472,0,0,0,0,,0,0,true,2,31241,2,1,1,1,0.1337140000105137,0.1337140000105137,0.1337140000105137,0,0.13824000000022352,0.13824000000022352,4.456423000010545,0.7915040000079898,1,18,20,bab501e7597ecbf8cfdcf9e5bc9133449b57e706fdca5c6632c588c8c1540c9c,bab501e7597ecbf8cfdcf9e5bc9133449b57e706fdca5c6632c588c8c1540c9c,true,
distant-random,distant-random,GRCh38,chrY,28608707,28618707,100,warm-repeated-query,warm,default,wasm,,0.7347880000015721,0,0.7347880000015721,0,0,0,0,,0,0,true,2,31241,2,1,1,1,0.018586999998660758,0.018586999998660758,0.018586999998660758,0,0.022240000005695038,0.022240000005695038,0.09125100000528619,0.08841600001323968,1,11,0,c7c8bde52852053ec63ed71bc3301ed315f297f1ce04ccaa5cb910fac29ecde4,c7c8bde52852053ec63ed71bc3301ed315f297f1ce04ccaa5cb910fac29ecde4,true,
random-1000-00000,random-1000,CHM13,chr2,94715846,94716846,100,warm-repeated-query,warm,default,wasm,,3782.8752629999944,0,3782.8752629999944,0,0,0,0,,0,0,true,2,31241,2,1,1,2,2.1603099999920232,0.7771219999995083,1.383187999992515,0,1.3909439999988535,2.1731809999910183,3763.0904389999923,16.77793300000485,2,254,1019,0d8602d267b4964c82ef0e60314957481f3d060688ce081d2652d0351b9f6ceb,0d8602d267b4964c82ef0e60314957481f3d060688ce081d2652d0351b9f6ceb,true,
random-1000-00001,random-1000,GRCh38,chrUn_KI270548v1,93,1093,100,warm-repeated-query,warm,default,wasm,,0.19954800000414252,0,0.19954800000414252,0,0,0,0,,0,0,true,2,31241,2,1,1,1,0.017569999996339902,0.017569999996339902,0.017569999996339902,0,0.02051599998958409,0.02051599998958409,0.017120999997132458,0.013240000000223517,1,2,0,78b1018995ead0ef0edd4a20d3945699e7cf12d3c3176ad0862bdf7addbd370d,78b1018995ead0ef0edd4a20d3945699e7cf12d3c3176ad0862bdf7addbd370d,true,
random-1000-00002,random-1000,CHM13,chr17,23182138,23183138,100,warm-repeated-query,warm,default,wasm,,90.37545700000192,0,90.37545700000192,0,0,0,0,,0,0,true,2,31241,2,1,1,1,0.16624299999966752,0.16624299999966752,0.16624299999966752,0,0.17073199999867938,0.17073199999867938,88.86947600000713,0.908659999986412,1,44,152,7baf766c78d46d363ac7e3348bb3035bcb9fe3b916db9d4664ae48f4eaf91af0,7baf766c78d46d363ac7e3348bb3035bcb9fe3b916db9d4664ae48f4eaf91af0,true,
random-1000-00003,random-1000,CHM13,chr16,35378588,35379588,100,warm-repeated-query,warm,default,wasm,,245.37733799999114,0,245.37733799999114,0,0,0,0,,0,0,true,2,31241,2,1,1,1,0.2727089999971213,0.2727089999971213,0.2727089999971213,0,0.27780900000652764,0.27780900000652764,242.9451709999994,1.570095000002766,1,75,472,c4dbf6aff5252ae1c14c0c9b6e19c17986bce2b79cf1eddab002bdb35ad69957,c4dbf6aff5252ae1c14c0c9b6e19c17986bce2b79cf1eddab002bdb35ad69957,true,
random-1000-00004,random-1000,GRCh38,chr1_KI270707v1_random,30368,31368,100,warm-repeated-query,warm,default,wasm,,0.31872400001157075,0,0.31872400001157075,0,0,0,0,,0,0,true,2,31241,2,1,1,1,0.05339099999400787,0.05339099999400787,0.05339099999400787,0,0.0563150000089081,0.0563150000089081,0.05509300000267103,0.038521000009495765,1,2,0,699e7176f8e7f615eb65b261b56f271c57c4474bf5d2165f4e6307d927422a2c,699e7176f8e7f615eb65b261b56f271c57c4474bf5d2165f4e6307d927422a2c,true,
random-1000-00005,random-1000,CHM13,chr2,94822968,94823968,100,warm-repeated-query,warm,default,wasm,,5274.06382000001,0,5274.06382000001,0,0,0,0,,0,0,true,2,31241,2,1,1,1,3.053589999995893,3.053589999995893,3.053589999995893,0,3.0645890000014333,3.0645890000014333,5185.086443000007,54.55555199997616,1,4230,277,79ad6c4c0d0a5afae31b442da9450d6548c0d2d66dfc4baad9dcfcd97e0321cf,79ad6c4c0d0a5afae31b442da9450d6548c0d2d66dfc4baad9dcfcd97e0321cf,true,
random-1000-00006,random-1000,GRCh38,chrUn_KI270757v1,38740,39740,100,warm-repeated-query,warm,default,wasm,,0.3185620000003837,0,0.3185620000003837,0,0,0,0,,0,0,true,2,31241,2,1,1,1,0.0447310000017751,0.0447310000017751,0.0447310000017751,0,0.04771099999197759,0.04771099999197759,0.06746099999872968,0.03697299998020753,1,2,0,450490f3cc84309b64291895f5c20479736f587b4f3c9e6c9c8c3f6d5d0cdf07,450490f3cc84309b64291895f5c20479736f587b4f3c9e6c9c8c3f6d5d0cdf07,true,
random-1000-00007,random-1000,GRCh38,chrUn_KI270429v1,79,1079,100,warm-repeated-query,warm,default,wasm,,0.17199500001152046,0,0.17199500001152046,0,0,0,0,,0,0,true,2,31241,2,1,1,1,0.014633000013418496,0.014633000013418496,0.014633000013418496,0,0.016593000007560477,0.016593000007560477,0.015214000013656914,0.011212999990675598,1,2,0,086b9937be2ff8bb0485c19aeb578dbbab84372701797a30f3a3a0336b854b53,086b9937be2ff8bb0485c19aeb578dbbab84372701797a30f3a3a0336b854b53,true,
random-1000-00008,random-1000,GRCh38,chrUn_KI270333v1,1360,2360,100,warm-repeated-query,warm,default,wasm,,0.19457099999999627,0,0.19457099999999627,0,0,0,0,,0,0,true,2,31241,2,1,1,1,0.01587400000425987,0.01587400000425987,0.01587400000425987,0,0.01793800000450574,0.01793800000450574,0.017749999999068677,0.027246999990893528,1,2,0,cf4745fc5d8ea7df84d65d300d52f17e0c4f7f2c7f4a86af5ef27aa631ad5649,cf4745fc5d8ea7df84d65d300d52f17e0c4f7f2c7f4a86af5ef27aa631ad5649,true,
random-1000-00009,random-1000,CHM13,chr21,31136057,31137057,100,warm-repeated-query,warm,default,wasm,,74.35222800000338,0,74.35222800000338,0,0,0,0,,0,0,true,2,31241,2,1,1,1,0.17166399999405257,0.17166399999405257,0.17166399999405257,0,0.1764190000249073,0.1764190000249073,72.94538200000534,0.8893920000118669,1,26,251,6a6c75af87b20d8fb56b1fb71ddefa3d485ef2f893907461e08863b9f6c98238,6a6c75af87b20d8fb56b1fb71ddefa3d485ef2f893907461e08863b9f6c98238,true,
random-10000-00000,random-10000,GRCh38,chrUn_KI270745v1,11145,21145,100,warm-repeated-query,warm,default,wasm,,2.24185099999886,0,2.24185099999886,0,0,0,0,,0,0,true,2,31241,2,1,1,2,0.27150100001017563,0.10234099999070168,0.16916000001947396,0,0.17526099999668077,0.28210899999248795,1.2502439999952912,0.37693399999989197,2,11,4,8707f76334f8e152b9a39a39d699d77a00f4e30a413d7f415c9394dfb8fe52ea,8707f76334f8e152b9a39a39d699d77a00f4e30a413d7f415c9394dfb8fe52ea,true,
random-10000-00001,random-10000,CHM13,chr4,6103196,6113196,100,warm-repeated-query,warm,default,wasm,,267.137625000003,0,267.137625000003,0,0,0,0,,0,0,true,2,31241,2,1,1,2,0.5668479999876581,0.18507999999565072,0.3817679999920074,0,0.38771900002029724,0.5767330000235233,260.8088520000165,3.3447729999898,2,503,578,fc2c83fca3ec159599e6baaea431481f0422608484145397286d6c395e24f2ee,fc2c83fca3ec159599e6baaea431481f0422608484145397286d6c395e24f2ee,true,
random-10000-00002,random-10000,GRCh38,chr17_GL000205v2_random,65647,75647,100,warm-repeated-query,warm,default,wasm,,13.090544999984559,0,13.090544999984559,0,0,0,0,,0,0,true,2,31241,2,1,1,1,0.23557600000640377,0.23557600000640377,0.23557600000640377,0,0.24100300000282004,0.24100300000282004,6.027731999987736,3.386805000016466,1,743,6,c652c457b611fea70814d8af353d8da35d562d517bc4a5e952048125f520fe28,c652c457b611fea70814d8af353d8da35d562d517bc4a5e952048125f520fe28,true,
random-10000-00003,random-10000,CHM13,chrX,149714910,149724910,100,warm-repeated-query,warm,default,wasm,,121.48713500000304,0,121.48713500000304,0,0,0,0,,0,0,true,2,31241,2,1,1,2,0.4703039999876637,0.1595779999915976,0.3107259999960661,0,0.31521699999575503,0.47847299999557436,116.2426989999949,2.5339049999893177,2,458,383,2c56f1044cc1aa9d04830d4e6660ea5e98d292ce1869f3911745e77e8176009d,2c56f1044cc1aa9d04830d4e6660ea5e98d292ce1869f3911745e77e8176009d,true,
random-10000-00004,random-10000,CHM13,chr14,90547485,90557485,100,warm-repeated-query,warm,default,wasm,,160.46784399999888,0,160.46784399999888,0,0,0,0,,0,0,true,2,31241,2,1,1,2,0.510798999981489,0.13675599999260157,0.37404299998888746,0,0.3816090000036638,0.5239930000097957,155.47456299999612,2.2278869999863673,2,332,376,36cdbcc2ac965056f43dcdf4d0ba23303dd78aeae8e2f968b8363a0823741f59,36cdbcc2ac965056f43dcdf4d0ba23303dd78aeae8e2f968b8363a0823741f59,true,
random-10000-00005,random-10000,CHM13,chr20,30845366,30855366,100,warm-repeated-query,warm,default,wasm,,317.8118909999903,0,317.8118909999903,0,0,0,0,,0,0,true,2,31241,2,1,1,2,0.7089919999998529,0.23557900000014342,0.4734129999997094,0,0.47979800001485273,0.7198080000234768,308.7314929999993,4.8186250000144355,2,808,401,ed5c146bdcfde28926c88eb30722d47a9149fe1c62a9a5d8096b942cce2ba8d9,ed5c146bdcfde28926c88eb30722d47a9149fe1c62a9a5d8096b942cce2ba8d9,true,
random-10000-00006,random-10000,CHM13,chr7,73437418,73447418,100,warm-repeated-query,warm,default,wasm,,143.4439570000104,0,143.4439570000104,0,0,0,0,,0,0,true,2,31241,2,1,1,1,0.2089329999871552,0.2089329999871552,0.2089329999871552,0,0.2135650000127498,0.2135650000127498,136.43229799999972,2.6788479999813717,1,577,236,4fa0e2a1cc8cc941fa95145ae16e6e8352116b5ab8ddf1f0653186152f156018,4fa0e2a1cc8cc941fa95145ae16e6e8352116b5ab8ddf1f0653186152f156018,true,
random-10000-00007,random-10000,CHM13,chr15,54267574,54277574,100,warm-repeated-query,warm,default,wasm,,120.12262499998906,0,120.12262499998906,0,0,0,0,,0,0,true,2,31241,2,1,1,1,0.18886100000236183,0.18886100000236183,0.18886100000236183,0,0.19356100002187304,0.19356100002187304,115.40507700000308,2.2616149999957997,1,405,295,229330d366bf5e40a1af5cf2bd38cb0d8b11022a26c176144ed786ad704f64e4,229330d366bf5e40a1af5cf2bd38cb0d8b11022a26c176144ed786ad704f64e4,true,
random-10000-00008,random-10000,GRCh38,chr13,106423015,106433015,100,warm-repeated-query,warm,default,wasm,,202.7547429999977,0,202.7547429999977,0,0,0,0,,0,0,true,2,31241,2,1,2,2,0.4990689999831375,0.15917999998782761,0.33988899999530986,0,0.3446870000043418,0.507028000021819,197.3936560000002,2.649560999998357,2,398,426,1c5c619b4d174cc68ed4f1b8fc104dd6c2abfe11aab03eea26e699b2aad07497,1c5c619b4d174cc68ed4f1b8fc104dd6c2abfe11aab03eea26e699b2aad07497,true,
random-10000-00009,random-10000,CHM13,chrX,37036197,37046197,100,warm-repeated-query,warm,default,wasm,,86.32231899999897,0,86.32231899999897,0,0,0,0,,0,0,true,2,31241,2,1,1,2,0.3405330000387039,0.09872600002563559,0.24180700001306832,0,0.2487200000032317,0.3516400000080466,82.84920200001216,1.635138999990886,2,263,180,2ca8533a04d7b57ffc7e6c770813e93bed35b41c3f63329bf3c17cc861dc8b47,2ca8533a04d7b57ffc7e6c770813e93bed35b41c3f63329bf3c17cc861dc8b47,true,
random-100000-00000,random-100000,GRCh38,chr11_KI270721v1_random,56,100056,100,warm-repeated-query,warm,default,wasm,,4.011237999977311,0,4.011237999977311,0,0,0,0,,0,0,true,2,31241,2,1,1,7,1.2743280000286177,0.18186500002047978,0.34703600002103485,0,0.35637799999676645,1.3240090000035707,0.40203399999882095,0.490163999987999,7,98,0,df8875a37ae0dbf44643714796932b828847dfda761b936e13d2ef89168f58b3,df8875a37ae0dbf44643714796932b828847dfda761b936e13d2ef89168f58b3,true,
random-100000-00001,random-100000,CHM13,chr9,43843214,43943214,100,warm-repeated-query,warm,default,wasm,,2894.9359600000025,0,2894.9359600000025,0,0,0,0,,0,0,true,2,31241,2,1,1,8,16.380760000029113,1.880592000001343,3.660666999989189,0,3.674910000001546,16.467894999979762,2708.954116000037,113.84511100000236,8,14006,2363,6d7a94c925a691295c70ce6bfd9ac0dd997cf568b034771d83a9871463f62e7a,6d7a94c925a691295c70ce6bfd9ac0dd997cf568b034771d83a9871463f62e7a,true,
random-100000-00002,random-100000,GRCh38,chr1_KI270712v1_random,22782,122782,100,warm-repeated-query,warm,default,wasm,,26.366015000006882,0,26.366015000006882,0,0,0,0,,0,0,true,2,31241,2,1,1,7,2.0577219999977387,0.23631700000260025,0.5578690000111237,0,0.5661170000093989,2.0996720000111964,5.2439310000045225,5.935831999988295,7,1456,4,c123581b0061580207d2fbe8e32d1cf84ce97fb03693e6659cb465303ecafca0,c123581b0061580207d2fbe8e32d1cf84ce97fb03693e6659cb465303ecafca0,true,
random-100000-00003,random-100000,GRCh38,chr17_KI270729v1_random,38440,138440,100,warm-repeated-query,warm,default,wasm,,3.91390099999262,0,3.91390099999262,0,0,0,0,,0,0,true,2,31241,2,1,1,7,1.2805689999950118,0.18436600000131875,0.3279529999999795,0,0.334419999999227,1.3148070000170264,0.37966700000106357,0.4703239999944344,7,99,0,2e84c6b30a5fd85fd6ae695bb75f58c6de93608b0c27f7143559c7e4fae1e72c,2e84c6b30a5fd85fd6ae695bb75f58c6de93608b0c27f7143559c7e4fae1e72c,true,
random-100000-00004,random-100000,GRCh38,chr22,30407484,30507484,100,warm-repeated-query,warm,default,wasm,,766.110467999999,0,766.110467999999,0,0,0,0,,0,0,true,2,31241,2,1,2,8,5.911675000039395,0.6419309999910183,1.2963719999825116,0,1.306179000006523,5.969810000009602,722.5584810000146,21.563762000005227,8,4091,1706,049b551868bc0108b2a20642df9aac9dde415a4e0b320cb011088e5c17b80311,049b551868bc0108b2a20642df9aac9dde415a4e0b320cb011088e5c17b80311,true,
random-100000-00005,random-100000,GRCh38,chr2_KI270715v1_random,46409,146409,100,warm-repeated-query,warm,default,wasm,,3.519295999984024,0,3.519295999984024,0,0,0,0,,0,0,true,2,31241,2,1,1,7,0.5793650000123307,0.08107600000221282,0.15070199998444878,0,0.15744800001266412,0.614188000006834,0.3664969999808818,0.435142000002088,7,99,0,70798628350f5919b7d4323da19a9bcf11cb39dc6f58540ff468b228d8c2994a,70798628350f5919b7d4323da19a9bcf11cb39dc6f58540ff468b228d8c2994a,true,
random-100000-00006,random-100000,CHM13,chr11,55470689,55570689,100,warm-repeated-query,warm,default,wasm,,1229.9354119999916,0,1229.9354119999916,0,0,0,0,,0,0,true,2,31241,2,1,2,7,6.268450000032317,0.8711649999895599,1.706692000007024,0,1.7156989999930374,6.317570000013802,1139.2155589999456,51.93216699999175,7,7094,1608,bef188b88995a8209bc1db86109ead91afec7e633bfea2f12fd620c9771509bc,bef188b88995a8209bc1db86109ead91afec7e633bfea2f12fd620c9771509bc,true,
random-100000-00007,random-100000,CHM13,chr1,145220434,145320434,100,warm-repeated-query,warm,default,wasm,,352.3410809999914,0,352.3410809999914,0,0,0,0,,0,0,true,2,31241,2,1,1,7,5.94976599997608,0.5867619999917224,2.000138999981573,0,2.0081200000131503,5.990862000006018,274.0262239999429,38.46812500001397,7,7224,2565,a62555ea19f3a75b5890e06874084116f73d31cec5778a6075221b584ec19702,a62555ea19f3a75b5890e06874084116f73d31cec5778a6075221b584ec19702,true,
random-100000-00008,random-100000,GRCh38,chr4,133689934,133789934,100,warm-repeated-query,warm,default,wasm,,700.3942120000138,0,700.3942120000138,0,0,0,0,,0,0,true,2,31241,2,1,2,7,4.254147999978159,0.5961529999913182,1.115713000006508,0,1.1240769999858458,4.298223999969196,653.7872529999877,22.160181000013836,7,4190,1381,3c48827fcfba9cd66de84f81ce44f647526df91c8fe69aee6f12c9e71b9065e6,3c48827fcfba9cd66de84f81ce44f647526df91c8fe69aee6f12c9e71b9065e6,true,
random-100000-00009,random-100000,CHM13,chr1,142389872,142489872,100,warm-repeated-query,warm,default,wasm,,708.155602999992,0,708.155602999992,0,0,0,0,,0,0,true,2,31241,2,1,1,7,5.653334999951767,0.7987760000105482,1.4506389999878593,0,1.4604890000191517,5.706686000048649,650.7144560000161,30.01097099998151,7,5888,1790,c341217f83e1b126b46856479505bde7844263cd77dc2c216dd1e73938fc3acc,c341217f83e1b126b46856479505bde7844263cd77dc2c216dd1e73938fc3acc,true,
random-1000000-00000,random-1000000,CHM13,chr4,47225981,48225981,100,warm-repeated-query,warm,default,wasm,,5214.220512,0,5214.220512,0,0,0,0,,0,0,true,2,31241,2,1,3,62,311.51427100016735,4.912393000005977,9.437088000006042,0,10.01126899998053,313.49450599984266,4685.9281870001,323.62900600000285,62,37018,11787,f44656656d20efe4f8bf2f99ea7e75f3272150cfe3752dd2f1a45e5ad3d4f42e,f44656656d20efe4f8bf2f99ea7e75f3272150cfe3752dd2f1a45e5ad3d4f42e,true,
random-1000000-00001,random-1000000,CHM13,chr19,30828207,31828207,100,warm-repeated-query,warm,default,wasm,,7534.691347999993,0,7534.691347999993,0,0,0,0,,0,0,true,2,31241,2,1,2,62,374.4276739999186,6.031291999999667,11.520222999999532,0,12.188308000011602,376.38296200009063,6786.89598000003,492.50432600002387,62,49488,13457,3c9166288a580802eaa51d148f5e3635e7731fbd7bd40a3fa65f9d8e6832bc81,3c9166288a580802eaa51d148f5e3635e7731fbd7bd40a3fa65f9d8e6832bc81,true,
random-1000000-00002,random-1000000,CHM13,chr12,9446975,10446975,100,warm-repeated-query,warm,default,wasm,,6879.34576299999,0,6879.34576299999,0,0,0,0,,0,0,true,2,31241,2,1,2,62,380.95940699998755,6.091211999999359,11.335717000009026,0,12.002233999985037,383.3433950000035,6204.337111000175,426.23255600000266,62,45723,12840,2af310bf8c861bbf12cef8f265b70ab88d3bbcd0baa03829b60aa9d27dd5aae7,2af310bf8c861bbf12cef8f265b70ab88d3bbcd0baa03829b60aa9d27dd5aae7,true,
random-1000000-00003,random-1000000,CHM13,chrX,73475179,74475179,100,warm-repeated-query,warm,default,wasm,,3539.328254000022,0,3539.328254000022,0,0,0,0,,0,0,true,2,31241,2,1,3,62,292.60467899998184,4.777033999998821,8.604879999998957,0,9.060207000002265,295.18399600012344,3092.965000999917,279.314887000015,62,31081,9075,1547b964e274ffeff5c9afd7db0addd9ded8f9fd13a2514db36b7c5b1d052ee3,1547b964e274ffeff5c9afd7db0addd9ded8f9fd13a2514db36b7c5b1d052ee3,true,
random-1000000-00004,random-1000000,CHM13,chr1,206658133,207658133,100,warm-repeated-query,warm,default,wasm,,5951.502337000013,0,5951.502337000013,0,0,0,0,,0,0,true,2,31241,2,1,3,62,340.7520809999842,5.4033350000099745,10.502172000007704,0,11.228310000005877,342.4961100000073,5341.979632000148,376.88285299998824,62,41494,13817,d9021e6a78ef7f08b1fbd47f45d5346ddea19529ec39942b01ff6d5d9f5c620e,d9021e6a78ef7f08b1fbd47f45d5346ddea19529ec39942b01ff6d5d9f5c620e,true,
random-1000000-00005,random-1000000,GRCh38,chr7,142010681,143010681,100,warm-repeated-query,warm,default,wasm,,7806.486453999998,0,7806.486453999998,0,0,0,0,,0,0,true,2,31241,2,1,3,62,387.4770669998834,6.213420000014594,12.229706999991322,0,13.333650999993552,390.3323519999685,7039.795005999913,494.9524270000111,62,51311,13081,7ba2755bb8c489c628051fd744c336b8e9aa61780ccb0f550e08b54b253bea60,7ba2755bb8c489c628051fd744c336b8e9aa61780ccb0f550e08b54b253bea60,true,
random-1000000-00006,random-1000000,CHM13,chr7,114386209,115386209,100,warm-repeated-query,warm,default,wasm,,5290.239807000005,0,5290.239807000005,0,0,0,0,,0,0,true,2,31241,2,1,3,62,312.78267600000254,4.821354999992764,9.623499999986961,0,13.887128999980632,537.1944300001778,4765.549691000022,327.44172900001286,62,36396,10710,bd634bd0d5bbbe85f624b83b1026388a887a59b47e04da4e523493185fb709d3,bd634bd0d5bbbe85f624b83b1026388a887a59b47e04da4e523493185fb709d3,true,
random-1000000-00007,random-1000000,GRCh38,chr21,32520437,33520437,100,warm-repeated-query,warm,default,wasm,,6814.986082999996,0,6814.986082999996,0,0,0,0,,0,0,true,2,31241,2,1,2,62,420.8797800002503,7.174601000006078,11.639693000004627,0,12.322201000002678,422.5873559998581,6083.223660000105,445.66973600001074,62,46748,15318,7637b2d12d22f489275104dba98f2c0a4919db20e9c7e10d310e5e37b58673a4,7637b2d12d22f489275104dba98f2c0a4919db20e9c7e10d310e5e37b58673a4,true,
random-1000000-00008,random-1000000,CHM13,chr7,26416742,27416742,100,warm-repeated-query,warm,default,wasm,,5699.860304000002,0,5699.860304000002,0,0,0,0,,0,0,true,2,31241,2,1,3,62,280.66331199984415,4.3594020000018645,8.62100700000883,0,9.13575800001854,282.39983400012716,5121.258137999976,365.70271499999217,62,37100,12853,0eb602143b94f6e88a4c9783ba11ca6e7be9624c5b94b22beccf6cbfa4c132fd,0eb602143b94f6e88a4c9783ba11ca6e7be9624c5b94b22beccf6cbfa4c132fd,true,
random-1000000-00009,random-1000000,CHM13,chr8,10660690,11660690,100,warm-repeated-query,warm,default,wasm,,13468.933429000026,0,13468.933429000026,0,0,0,0,,0,0,true,2,31241,2,1,2,62,630.6009150001919,10.308030000014696,16.35376999998698,0,17.04480600001989,632.3807279997854,12283.80557900021,764.2836430000025,62,76893,16934,25a72f33a3ae88bc4ff68166471e25b9cafa64ebd2789b68e1f32f7132ac14e0,25a72f33a3ae88bc4ff68166471e25b9cafa64ebd2789b68e1f32f7132ac14e0,true,
